"Ytrain","PC1","PC2","sexFemale","age","raceAfrican.American","raceAsian","raceCaucasian","raceHispanic","raceOther","juv_fel_count","juv_misd_count","juv_other_count","priors_count","c_charge_degreeM","log.age.","log.juv_fel_count.","log.juv_misd_count.","log.juv_other_count.","log.priors_count."
2,1.76173142022919,-1.29817819527704,0,51,0,1,0,0,0,0,0,0,1,0,3.95124371858143,0,0,0,0.693147180559945
1,1.31114538388493,-2.41904856621669,1,58,1,0,0,0,0,0,0,0,3,1,4.07753744390572,0,0,0,1.38629436111989
1,-6.43409183660508,2.73425939703557,0,24,0,0,1,0,0,0,1,2,3,1,3.2188758248682,0,0.693147180559945,1.09861228866811,1.38629436111989
2,0.29153990678368,2.48808895839959,0,22,1,0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,0,0
1,1.85662009908521,0.411205727713357,0,39,0,0,1,0,0,0,0,0,0,1,3.68887945411394,0,0,0,0
2,-0.246323197836983,1.60944674518221,0,20,0,0,0,1,0,0,0,0,3,0,3.04452243772342,0,0,0,1.38629436111989
2,0.250221289571266,-2.90863193689499,0,46,0,0,1,0,0,0,0,0,10,0,3.85014760171006,0,0,0,2.39789527279837
2,1.24869582347372,-0.155309074204424,0,38,0,0,1,0,0,0,0,0,1,0,3.66356164612965,0,0,0,0.693147180559945
2,1.05538138277358,2.35653751890201,0,23,0,0,1,0,0,0,0,0,0,1,3.17805383034795,0,0,0,0
1,0.471597952662176,2.05051181355984,0,25,1,0,0,0,0,0,0,0,0,0,3.25809653802148,0,0,0,0
2,-1.68512089142823,-2.41077552417513,0,31,1,0,0,0,0,0,0,0,19,0,3.46573590279973,0,0,0,2.99573227355399
2,0.378037463320874,1.63730517468388,1,25,1,0,0,0,0,0,0,0,1,1,3.25809653802148,0,0,0,0.693147180559945
1,-0.778963171971258,-0.0232720252141048,0,26,1,0,0,0,0,0,0,0,6,0,3.29583686600433,0,0,0,1.94591014905531
1,-2.5337905635587,2.16082882531268,0,25,1,0,0,0,0,0,0,1,2,0,3.25809653802148,0,0,0.693147180559945,1.09861228866811
2,-0.210455691605991,-2.15699259223767,0,37,0,0,1,0,0,0,0,0,11,0,3.63758615972639,0,0,0,2.484906649788
1,1.02426069753812,0.708673867350799,0,36,1,0,0,0,0,0,0,0,0,0,3.61091791264422,0,0,0,0
2,0.116446981991709,1.30573488408227,0,26,1,0,0,0,0,0,0,0,1,0,3.29583686600433,0,0,0,0.693147180559945
2,-4.75257311910974,1.38658162849104,0,21,0,0,0,0,1,0,2,0,3,0,3.09104245335832,0,1.09861228866811,0,1.38629436111989
2,-0.445465464717176,-1.29393261705855,0,35,1,0,0,0,0,0,0,0,7,0,3.58351893845611,0,0,0,2.07944154167984
2,-0.380651374143555,1.49531319114009,0,22,1,0,0,0,0,0,0,0,2,0,3.13549421592915,0,0,0,1.09861228866811
1,1.02003588203984,2.00666833317991,0,25,0,0,1,0,0,0,0,0,0,0,3.25809653802148,0,0,0,0
1,1.11535019669604,2.21080186427642,0,24,0,0,1,0,0,0,0,0,0,1,3.2188758248682,0,0,0,0
1,1.64099714705969,0.863214253048075,0,36,0,0,0,1,0,0,0,0,0,1,3.61091791264422,0,0,0,0
2,-0.105279013608859,1.26186957739685,0,24,1,0,0,0,0,0,0,0,2,1,3.2188758248682,0,0,0,1.09861228866811
2,-6.44525272147876,-2.83714578097297,0,32,0,0,1,0,0,2,0,1,15,0,3.49650756146648,1.09861228866811,0,0.693147180559945,2.77258872223978
2,-0.847746277783798,-1.53198848652858,0,33,1,0,0,0,0,0,0,0,10,0,3.52636052461616,0,0,0,2.39789527279837
2,-0.363890558776983,0.999956201074333,1,23,1,0,0,0,0,0,0,0,4,1,3.17805383034795,0,0,0,1.6094379124341
1,1.39096624087157,1.54128263190359,0,29,0,0,1,0,0,0,0,0,0,1,3.40119738166216,0,0,0,0
2,0.20848733163245,-0.629957349152485,0,32,0,0,1,0,0,0,0,0,5,0,3.49650756146648,0,0,0,1.79175946922805
2,-3.66112648140671,-2.434261337287,0,37,1,0,0,0,0,0,1,0,13,0,3.63758615972639,0,0.693147180559945,0,2.63905732961526
2,-1.05360544944614,-0.649458543709258,0,27,1,0,0,0,0,0,0,0,9,0,3.3322045101752,0,0,0,2.30258509299405
2,0.432578286338577,2.19081190731815,0,21,0,0,0,1,0,0,0,0,1,1,3.09104245335832,0,0,0,0.693147180559945
1,1.45210690118049,-1.9334241754594,0,58,1,0,0,0,0,0,0,0,1,0,4.07753744390572,0,0,0,0.693147180559945
1,-0.452308268218986,0.247620957188815,0,27,1,0,0,0,0,0,0,0,4,0,3.3322045101752,0,0,0,1.6094379124341
2,-0.541934150947805,-0.0956937208930265,0,28,1,0,0,0,0,0,0,0,5,0,3.36729582998647,0,0,0,1.79175946922805
2,0.773497115265604,0.998074069749228,0,28,0,0,1,0,0,0,0,0,1,0,3.36729582998647,0,0,0,0.693147180559945
1,-0.303874899456147,0.9674106060296,0,24,1,0,0,0,0,0,0,0,3,1,3.2188758248682,0,0,0,1.38629436111989
1,2.02090620500165,0.0128337257375487,0,43,0,0,1,0,0,0,0,0,0,1,3.78418963391826,0,0,0,0
2,-2.21544586780624,1.38767028947935,0,31,1,0,0,0,0,0,0,1,2,0,3.46573590279973,0,0,0.693147180559945,1.09861228866811
2,-0.579247259990842,1.20085421977284,0,22,1,0,0,0,0,0,0,0,3,0,3.13549421592915,0,0,0,1.38629436111989
1,0.35344089877148,2.33763538727636,0,23,1,0,0,0,0,0,0,0,0,0,3.17805383034795,0,0,0,0
1,1.98076653759036,0.110151349366181,0,42,0,0,1,0,0,0,0,0,0,1,3.76120011569356,0,0,0,0
2,1.08681923640598,0.992095325574561,0,34,1,0,0,0,0,0,0,0,0,1,3.55534806148941,0,0,0,0
1,-7.61903010037083,-2.25171037362744,0,30,1,0,0,0,0,0,3,0,18,1,3.43398720448515,0,1.38629436111989,0,2.94443897916644
1,0.277332687459336,0.914972006905242,0,29,1,0,0,0,0,0,0,0,1,0,3.40119738166216,0,0,0,0.693147180559945
2,0.988197611956616,-0.540676348091219,0,38,0,0,1,0,0,0,0,0,2,0,3.66356164612965,0,0,0,1.09861228866811
2,-1.97390386666422,1.7479035494662,0,26,0,0,1,0,0,0,0,1,3,1,3.29583686600433,0,0,0.693147180559945,1.38629436111989
1,0.596149132954123,-2.42110034899191,0,51,1,0,0,0,0,0,0,0,5,1,3.95124371858143,0,0,0,1.79175946922805
1,1.66324297807859,0.901582172421703,0,36,0,0,0,0,1,0,0,0,0,1,3.61091791264422,0,0,0,0
1,2.61178272917511,-1.4891720203201,0,62,0,0,0,1,0,0,0,0,0,1,4.14313472639153,0,0,0,0
2,0.35344089877148,2.33763538727636,0,23,1,0,0,0,0,0,0,0,0,0,3.17805383034795,0,0,0,0
2,-0.491366638265872,-1.18254677407449,0,34,1,0,0,0,0,0,0,0,7,0,3.55534806148941,0,0,0,2.07944154167984
1,0.721027340544539,0.273300989217795,0,35,1,0,0,0,0,0,0,0,1,1,3.58351893845611,0,0,0,0.693147180559945
1,0.839977836161346,2.44424547801966,0,22,0,0,1,0,0,0,0,0,0,0,3.13549421592915,0,0,0,0
1,1.19671306926521,0.290361798316285,0,40,1,0,0,0,0,0,0,0,0,0,3.71357206670431,0,0,0,0
1,0.352069416610885,-0.284101899908699,0,36,1,0,0,0,0,0,0,0,2,0,3.61091791264422,0,0,0,1.09861228866811
2,-1.00584662226964,-0.362079164589396,0,26,1,0,0,0,0,0,0,0,8,0,3.29583686600433,0,0,0,2.19722457733622
2,0.0599048832520423,1.44310332018713,0,25,1,0,0,0,0,0,0,0,1,0,3.25809653802148,0,0,0,0.693147180559945
1,-2.5549523153534,1.11479466924117,0,27,1,0,0,0,0,0,1,0,1,0,3.3322045101752,0,0.693147180559945,0,0.693147180559945
2,0.70966800341807,2.76104322973733,0,20,0,0,1,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0
1,0.171462699988176,1.17209350451489,0,27,1,0,0,0,0,0,0,0,1,0,3.3322045101752,0,0,0,0.693147180559945
1,-0.575560930610325,0.449686184478454,1,24,1,0,0,0,0,0,0,0,6,1,3.2188758248682,0,0,0,1.94591014905531
1,1.82726398296593,0.0474057373606082,0,42,0,0,1,0,0,0,0,0,0,0,3.76120011569356,0,0,0,0
1,0.608342812629709,1.3992598398072,0,25,0,0,1,0,0,0,0,0,1,0,3.25809653802148,0,0,0,0.693147180559945
2,1.57278190633407,-0.941099024660838,0,46,0,0,1,0,0,0,0,0,1,0,3.85014760171006,0,0,0,0.693147180559945
1,0.471597952662176,2.05051181355984,0,25,1,0,0,0,0,0,0,0,0,0,3.25809653802148,0,0,0,0
1,0.481872536527489,0.853790597688986,0,30,1,0,0,0,0,0,0,0,1,1,3.43398720448515,0,0,0,0.693147180559945
1,0.501216311524191,-2.69990546087942,0,46,0,0,1,0,0,0,0,0,9,1,3.85014760171006,0,0,0,2.30258509299405
1,0.00945132509903933,0.983113222201044,0,26,1,0,0,0,0,0,0,0,2,1,3.29583686600433,0,0,0,1.09861228866811
2,0.886507408389143,1.04295291907827,0,33,1,0,0,0,0,0,0,0,0,0,3.52636052461616,0,0,0,0
1,0.938522554479509,-0.254301083050845,0,40,1,0,0,0,0,0,0,0,1,1,3.71357206670431,0,0,0,0.693147180559945
1,1.48175461115921,0.88550623318906,0,34,0,0,1,0,0,0,0,0,0,0,3.55534806148941,0,0,0,0
2,0.428284766751212,1.83683698464696,0,22,0,0,1,0,0,0,0,0,1,0,3.13549421592915,0,0,0,0.693147180559945
1,0.382701538045116,0.516631690572386,0,28,0,0,0,1,0,0,0,0,3,1,3.36729582998647,0,0,0,1.38629436111989
2,-0.0920188345782319,-0.191782150966698,0,31,1,0,0,0,0,0,0,0,4,1,3.46573590279973,0,0,0,1.6094379124341
2,1.72821832315142,-2.67487970616636,0,59,0,0,1,0,0,0,0,0,3,1,4.0943445622221,0,0,0,1.38629436111989
1,1.37419964911444,0.607651204789334,0,37,0,0,0,0,0,0,0,0,0,0,3.63758615972639,0,0,0,0
1,1.58516463637414,-0.651205584214125,0,50,1,0,0,0,0,0,0,0,0,0,3.93182563272433,0,0,0,0
2,-0.235241203206813,-0.404920874662801,0,31,1,0,0,0,0,0,0,0,5,1,3.46573590279973,0,0,0,1.79175946922805
1,1.52777249523427,-1.15203283547855,1,51,1,0,0,0,0,0,0,0,1,1,3.95124371858143,0,0,0,0.693147180559945
1,-0.278230342560475,-2.53094374997092,0,44,1,0,0,0,0,0,0,0,9,0,3.80666248977032,0,0,0,2.30258509299405
2,0.332841461764256,-2.21780965918845,0,48,1,0,0,0,0,0,0,0,5,0,3.89182029811063,0,0,0,1.79175946922805
1,1.18466590748424,2.13812457567109,1,25,0,0,1,0,0,0,0,0,0,0,3.25809653802148,0,0,0,0
1,0.596149132954123,-2.42110034899191,0,51,1,0,0,0,0,0,0,0,5,1,3.95124371858143,0,0,0,1.79175946922805
1,2.46398339388429,-1.06072867528958,0,55,0,0,1,0,0,0,0,0,0,1,4.02535169073515,0,0,0,0
1,1.44345607903266,0.222705460231715,1,42,1,0,0,0,0,0,0,0,0,0,3.76120011569356,0,0,0,0
2,-3.37877295091581,0.0748339855073343,0,20,0,0,0,1,0,2,0,0,2,0,3.04452243772342,1.09861228866811,0,0,1.09861228866811
1,0.713014632143182,2.77384270805891,0,21,0,0,0,0,1,0,0,0,0,0,3.09104245335832,0,0,0,0
2,-1.78122122662496,-2.74762152217065,0,32,1,0,0,0,0,0,0,0,21,0,3.49650756146648,0,0,0,3.09104245335832
1,1.19477618765991,2.47789636083923,1,24,0,0,0,1,0,0,0,0,0,1,3.2188758248682,0,0,0,0
1,0.86713298417813,-0.516159275632167,0,42,1,0,0,0,0,0,0,0,1,0,3.76120011569356,0,0,0,0.693147180559945
2,-0.844960916802016,-0.752842041766419,0,29,1,0,0,0,0,0,0,0,8,0,3.40119738166216,0,0,0,2.19722457733622
1,-0.184158163182989,2.03627152162087,0,21,1,0,0,0,0,0,0,0,1,0,3.09104245335832,0,0,0,0.693147180559945
2,1.0801900630066,0.688846915979453,0,31,0,0,1,0,0,0,0,0,1,1,3.46573590279973,0,0,0,0.693147180559945
1,0.879050106849191,-3.28326754896331,0,56,0,0,0,1,0,0,0,0,8,1,4.04305126783455,0,0,0,2.19722457733622
1,2.56574045459272,-1.30711355046105,0,58,0,0,1,0,0,0,0,0,0,1,4.07753744390572,0,0,0,0
2,2.28710512037623,-0.632303452588481,0,50,0,0,1,0,0,0,0,0,0,1,3.93182563272433,0,0,0,0
2,-3.03063872904048,-2.74234281833091,1,44,1,0,0,0,0,0,1,0,11,0,3.80666248977032,0,0.693147180559945,0,2.484906649788
1,0.0972563723373772,-0.651171558108284,0,35,1,0,0,0,0,0,0,0,4,1,3.58351893845611,0,0,0,1.6094379124341
2,-4.07321550620694,-1.76284417922663,0,30,1,0,0,0,0,0,1,0,14,0,3.43398720448515,0,0.693147180559945,0,2.70805020110221
1,0.606634772661029,-0.901526549518961,0,42,1,0,0,0,0,0,0,0,2,0,3.76120011569356,0,0,0,1.09861228866811
2,0.257350640120664,-2.03486681530309,0,46,1,0,0,0,0,0,0,0,5,0,3.85014760171006,0,0,0,1.79175946922805
2,1.27882605358826,0.0912492177405362,0,42,1,0,0,0,0,0,0,0,0,0,3.76120011569356,0,0,0,0
1,-0.848362080213465,-2.24734610591194,0,37,1,0,0,0,0,0,0,0,12,0,3.63758615972639,0,0,0,2.56494935746154
2,-0.187219633800281,-0.633359467745461,0,29,0,0,1,0,0,0,0,0,7,0,3.40119738166216,0,0,0,2.07944154167984
1,-3.02844810046446,-0.0132238674096956,0,32,1,0,0,0,0,0,0,1,8,0,3.49650756146648,0,0,0.693147180559945,2.19722457733622
2,0.0967359680847929,-0.337503793603043,0,31,0,0,0,0,1,0,0,0,5,0,3.46573590279973,0,0,0,1.79175946922805
1,0.792946919047841,0.629746280202316,1,33,1,0,0,0,0,0,0,0,1,1,3.52636052461616,0,0,0,0.693147180559945
1,-0.0154281555774527,0.474787292481125,0,25,0,0,1,0,0,0,0,0,4,0,3.25809653802148,0,0,0,1.6094379124341
1,1.20463998845797,1.23715477357502,1,33,1,0,0,0,0,0,0,0,0,1,3.52636052461616,0,0,0,0
1,0.279075731714146,2.12806629531258,0,21,0,0,0,1,0,0,0,0,1,0,3.09104245335832,0,0,0,0.693147180559945
1,1.50083741206936,-3.75990097836901,1,64,0,0,1,0,0,0,0,0,7,1,4.17438726989564,0,0,0,2.07944154167984
2,1.11596271529777,0.166711896832295,0,35,0,0,1,0,0,0,0,0,1,0,3.58351893845611,0,0,0,0.693147180559945
1,1.38460726158898,-1.76999388598892,0,56,1,0,0,0,0,0,0,0,1,0,4.04305126783455,0,0,0,0.693147180559945
2,1.81389144750828,0.514845031173852,0,38,0,0,1,0,0,0,0,0,0,1,3.66356164612965,0,0,0,0
1,0.479381611716749,-1.04731738788575,1,40,1,0,0,0,0,0,0,0,4,1,3.71357206670431,0,0,0,1.6094379124341
1,0.0625295150070238,-0.35788502505776,0,34,1,0,0,0,0,0,0,0,3,0,3.55534806148941,0,0,0,1.38629436111989
1,-2.73190901761286,1.22053778181542,0,28,1,0,0,0,0,0,0,1,4,0,3.36729582998647,0,0,0.693147180559945,1.6094379124341
1,0.460529129027438,-0.112066284668999,0,35,1,0,0,0,0,0,0,0,2,1,3.58351893845611,0,0,0,1.09861228866811
1,0.78399194840694,-3.31039128210216,0,61,1,0,0,0,0,0,0,0,5,0,4.12713438504509,0,0,0,1.79175946922805
2,-0.563866084955119,0.518630772861053,0,25,1,0,0,0,0,0,0,0,4,0,3.25809653802148,0,0,0,1.6094379124341
2,0.681642606026274,1.97588898946054,0,26,1,0,0,0,0,0,0,0,0,1,3.29583686600433,0,0,0,0
1,1.56907346818023,-0.497257144006522,0,42,0,0,1,0,0,0,0,0,1,1,3.76120011569356,0,0,0,0.693147180559945
1,0.224534908696444,1.57455956267831,1,25,1,0,0,0,0,0,0,0,1,0,3.25809653802148,0,0,0,0.693147180559945
2,-4.04797486982406,-1.05974025314302,0,26,1,0,0,0,0,0,1,0,13,1,3.29583686600433,0,0.693147180559945,0,2.63905732961526
1,-0.846818570429813,-1.15160726387034,0,31,1,0,0,0,0,0,0,0,9,0,3.46573590279973,0,0,0,2.30258509299405
1,-1.21723451999586,1.26980467584464,0,35,0,0,1,0,0,0,0,1,1,0,3.58351893845611,0,0,0.693147180559945,0.693147180559945
2,0.36725082235467,-1.21038911165183,1,41,1,0,0,0,0,0,0,0,4,0,3.73766961828337,0,0,0,1.6094379124341
1,1.48175461115921,0.88550623318906,0,34,0,0,1,0,0,0,0,0,0,0,3.55534806148941,0,0,0,0
1,0.959291124122761,-2.01596468367745,0,46,0,0,1,0,0,0,0,0,5,1,3.85014760171006,0,0,0,1.79175946922805
1,1.34138484842551,0.585902799822388,1,33,0,0,1,0,0,0,0,0,1,1,3.52636052461616,0,0,0,0.693147180559945
2,-2.46392135075497,1.21431151944171,0,30,1,0,0,0,0,0,0,1,3,0,3.43398720448515,0,0,0.693147180559945,1.38629436111989
1,0.47861389639555,-2.56890021736085,1,50,1,0,0,0,0,0,0,0,7,1,3.93182563272433,0,0,0,2.07944154167984
1,0.227534906227145,2.64368001499358,0,21,1,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0
2,-0.994270086770435,-1.97629075494217,0,31,0,0,0,1,0,0,0,0,16,0,3.46573590279973,0,0,0,2.83321334405622
1,0.671573478840312,2.53183724177312,1,23,1,0,0,0,0,0,0,0,0,1,3.17805383034795,0,0,0,0
1,0.0599048832520423,1.44310332018713,0,25,1,0,0,0,0,0,0,0,1,0,3.25809653802148,0,0,0,0.693147180559945
1,0.714784598105878,1.67210400138932,1,24,0,0,1,0,0,0,0,0,1,0,3.2188758248682,0,0,0,0.693147180559945
2,-1.0597572574697,-1.63823151759775,0,31,1,0,0,0,0,0,0,0,13,1,3.46573590279973,0,0,0,2.63905732961526
2,1.93002111829445,-1.48632420028918,0,60,1,0,0,0,0,0,0,0,0,0,4.11087386417331,0,0,0,0
1,0.0678717703859573,0.405677711796618,0,30,1,0,0,0,0,0,0,0,2,0,3.43398720448515,0,0,0,1.09861228866811
1,1.64234811448553,1.48327044318441,1,32,0,0,0,0,1,0,0,0,0,1,3.49650756146648,0,0,0,0
1,2.13797753036864,-0.270944919282562,0,46,0,0,1,0,0,0,0,0,0,1,3.85014760171006,0,0,0,0
2,-1.4037218450644,3.76567492563156,0,21,0,0,1,0,0,0,0,1,0,1,3.09104245335832,0,0,0.693147180559945,0
2,0.979217855330242,0.817963870584926,0,35,1,0,0,0,0,0,0,0,0,0,3.58351893845611,0,0,0,0
2,0.724359295751446,0.0283687200011937,0,34,0,0,0,1,0,0,0,0,2,0,3.55534806148941,0,0,0,1.09861228866811
2,1.11798505866409,-0.754683586005456,0,41,0,1,0,0,0,0,0,0,2,0,3.73766961828337,0,0,0,1.09861228866811
1,0.0901623292866261,-1.62733283483044,1,40,1,0,0,0,0,0,0,0,7,1,3.71357206670431,0,0,0,2.07944154167984
2,-0.0582521706386533,1.73022689390366,0,23,1,0,0,0,0,0,0,0,1,0,3.17805383034795,0,0,0,0.693147180559945
2,0.118063528995267,0.719295888247934,0,28,1,0,0,0,0,0,0,0,2,1,3.36729582998647,0,0,0,1.09861228866811
2,0.69076880112428,2.73547478868528,0,21,0,0,0,1,0,0,0,0,0,0,3.09104245335832,0,0,0,0
2,-0.867410985852236,-0.160627907529719,0,46,0,0,1,0,0,0,0,1,2,1,3.85014760171006,0,0,0.693147180559945,1.09861228866811
1,1.38460726158898,-1.76999388598892,0,56,1,0,0,0,0,0,0,0,1,0,4.04305126783455,0,0,0,0.693147180559945
2,0.125960290490862,-1.89306597003638,0,40,0,0,0,1,0,0,0,0,8,0,3.71357206670431,0,0,0,2.19722457733622
2,0.0246105399644505,-0.254771511647067,0,30,0,0,0,1,0,0,0,0,5,0,3.43398720448515,0,0,0,1.79175946922805
2,0.155219197908241,1.64723685128365,0,24,1,0,0,0,0,0,0,0,1,1,3.2188758248682,0,0,0,0.693147180559945
1,-3.28628260267888,1.0417081049287,0,25,1,0,0,0,0,0,0,1,7,0,3.25809653802148,0,0,0.693147180559945,2.07944154167984
2,1.541277071085,-1.44666353042742,0,48,0,0,1,0,0,0,0,0,2,1,3.89182029811063,0,0,0,1.09861228866811
2,-0.940877207038138,-1.67156409809603,0,33,1,0,0,0,0,0,0,0,11,0,3.52636052461616,0,0,0,2.484906649788
1,0.934831847559311,2.14230658725154,0,25,0,0,0,1,0,0,0,0,0,0,3.25809653802148,0,0,0,0
2,-0.287067341333259,0.0702529305108342,0,25,0,0,1,0,0,0,0,0,6,0,3.25809653802148,0,0,0,1.94591014905531
2,-1.8628690558958,-6.90553150572691,0,58,1,0,0,0,0,0,0,0,38,0,4.07753744390572,0,0,0,3.66356164612965
2,-5.74423251936944,0.33235093515125,0,30,1,0,0,0,0,0,1,1,7,0,3.43398720448515,0,0.693147180559945,0.693147180559945,2.07944154167984
2,1.53172488934076,0.69316267900826,0,37,0,0,0,1,0,0,0,0,0,0,3.63758615972639,0,0,0,0
1,0.607350355774201,-2.03035213142032,1,43,0,0,1,0,0,0,0,0,7,0,3.78418963391826,0,0,0,2.07944154167984
1,1.38717373787833,1.1150624152424,0,32,0,0,1,0,0,0,0,0,0,0,3.49650756146648,0,0,0,0
1,1.06154258208246,-2.13826540127018,0,49,0,0,1,0,0,0,0,0,4,0,3.91202300542815,0,0,0,1.6094379124341
1,0.961847642071611,2.14805625227085,0,24,0,0,1,0,0,0,0,0,0,0,3.2188758248682,0,0,0,0
1,0.116446981991709,1.30573488408227,0,26,1,0,0,0,0,0,0,0,1,0,3.29583686600433,0,0,0,0.693147180559945
1,1.82726398296593,0.0474057373606082,0,42,0,0,1,0,0,0,0,0,0,0,3.76120011569356,0,0,0,0
2,-0.120153162626454,1.88068046502688,0,22,1,0,0,0,0,0,0,0,1,0,3.13549421592915,0,0,0,0.693147180559945
1,1.48749459243525,0.800468641042502,0,36,0,0,0,1,0,0,0,0,0,0,3.61091791264422,0,0,0,0
2,-2.36691431446949,0.532478923272452,0,29,0,0,1,0,0,0,0,1,7,1,3.40119738166216,0,0,0.693147180559945,2.07944154167984
1,1.85662009908521,0.411205727713357,0,39,0,0,1,0,0,0,0,0,0,1,3.68887945411394,0,0,0,0
2,-8.34804451088249,-0.195761971371016,0,27,1,0,0,0,0,0,2,1,13,0,3.3322045101752,0,1.09861228866811,0.693147180559945,2.63905732961526
2,0.988197611956616,-0.540676348091219,0,38,0,0,1,0,0,0,0,0,2,0,3.66356164612965,0,0,0,1.09861228866811
2,0.70966800341807,2.76104322973733,0,20,0,0,1,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0
2,-3.89491172388124,-1.31044095818108,0,25,1,0,0,0,0,2,0,0,4,0,3.25809653802148,1.09861228866811,0,0,1.6094379124341
1,2.39439162160258,-0.892189898402015,0,53,0,0,1,0,0,0,0,0,0,1,3.98898404656427,0,0,0,0
2,0.901288349467142,1.97370385238435,1,27,1,0,0,0,0,0,0,0,0,1,3.3322045101752,0,0,0,0
2,1.8754120509661,-1.23971194596118,0,50,0,0,1,0,0,0,0,0,1,1,3.93182563272433,0,0,0,0.693147180559945
1,0.202620796910269,-1.34184535414301,0,41,1,0,0,0,0,0,0,0,4,0,3.73766961828337,0,0,0,1.6094379124341
2,-0.10214735583575,-0.602531327129794,0,34,1,0,0,0,0,0,0,0,4,0,3.55534806148941,0,0,0,1.6094379124341
2,-4.29094842126956,2.5672168202844,0,22,0,0,1,0,0,0,0,2,5,0,3.13549421592915,0,0,1.09861228866811,1.79175946922805
2,-3.11226201502368,4.31223658467928,0,22,0,0,1,0,0,0,0,2,0,0,3.13549421592915,0,0,1.09861228866811,0
2,0.86713298417813,-0.516159275632167,0,42,1,0,0,0,0,0,0,0,1,0,3.76120011569356,0,0,0,0.693147180559945
1,0.624032443293143,0.87433899273935,1,27,0,0,1,0,0,0,0,0,2,0,3.3322045101752,0,0,0,1.09861228866811
1,1.43462142956437,-1.60143927079677,0,51,0,0,0,0,1,0,0,0,2,0,3.95124371858143,0,0,0,1.09861228866811
2,-1.87398158394507,-3.0755678621635,0,33,1,0,0,0,0,0,0,0,23,0,3.52636052461616,0,0,0,3.17805383034795
1,-1.91978752259969,3.29499251166312,0,24,1,0,0,0,0,0,0,1,0,0,3.2188758248682,0,0,0.693147180559945,0
1,0.0330269568263282,-0.930513135382225,0,37,1,0,0,0,0,0,0,0,4,0,3.63758615972639,0,0,0,1.6094379124341
1,1.77043147844572,0.620270036942202,0,37,0,0,1,0,0,0,0,0,0,1,3.63758615972639,0,0,0,0
1,1.38676807538318,2.10386654544968,1,27,0,0,0,0,1,0,0,0,0,1,3.3322045101752,0,0,0,0
1,0.713014632143182,2.77384270805891,0,21,0,0,0,0,1,0,0,0,0,0,3.09104245335832,0,0,0,0
2,0.567524785920108,0.210555377212223,0,35,1,0,0,0,0,0,0,0,1,0,3.58351893845611,0,0,0,0.693147180559945
1,-1.69816700263055,1.07388527373338,0,21,0,0,0,0,1,1,0,0,1,0,3.09104245335832,0.693147180559945,0,0,0.693147180559945
1,-0.524810255338262,-1.93301764204865,0,38,1,0,0,0,0,0,0,0,9,0,3.66356164612965,0,0,0,2.30258509299405
1,2.60166063519328,-1.37246321263637,0,61,0,0,0,0,1,0,0,0,0,1,4.12713438504509,0,0,0,0
2,0.471597952662176,2.05051181355984,0,25,1,0,0,0,0,0,0,0,0,0,3.25809653802148,0,0,0,0
1,2.35903050987712,-0.806540364329669,0,52,0,0,1,0,0,0,0,0,0,1,3.97029191355212,0,0,0,0
1,1.07657798077951,1.86929989707504,0,26,0,0,1,0,0,0,0,0,0,0,3.29583686600433,0,0,0,0
1,1.16712233194231,2.10605168252587,0,26,0,0,0,0,1,0,0,0,0,1,3.29583686600433,0,0,0,0
1,-3.3444924818452,-0.471333737664855,0,29,1,0,0,0,0,0,1,0,6,0,3.40119738166216,0,0.693147180559945,0,1.94591014905531
2,0.309223486374554,-2.66936088177906,0,45,0,0,1,0,0,0,0,0,9,0,3.8286413964891,0,0,0,2.30258509299405
2,-0.346438280747825,-0.00950054042083668,0,29,1,0,0,0,0,0,0,0,4,0,3.40119738166216,0,0,0,1.6094379124341
1,0.404386699852275,0.876524129815543,0,26,0,0,1,0,0,0,0,0,2,0,3.29583686600433,0,0,0,1.09861228866811
1,1.60066707181094,-0.158390808417028,1,46,1,0,0,0,0,0,0,0,0,0,3.85014760171006,0,0,0,0
1,0.169130870789296,-1.92676242633658,0,39,0,0,1,0,0,0,0,0,8,0,3.68887945411394,0,0,0,2.19722457733622
2,-1.22782731778762,-1.32633351095055,0,29,1,0,0,0,0,0,0,0,12,0,3.40119738166216,0,0,0,2.56494935746154
1,1.94002531852966,0.208937818181421,0,41,0,0,1,0,0,0,0,0,0,1,3.73766961828337,0,0,0,0
2,-3.47155609385145,-0.0890437378840148,0,29,1,0,0,0,0,0,0,1,11,0,3.40119738166216,0,0,0.693147180559945,2.484906649788
1,-0.542458428139299,0.436948291656129,1,25,1,0,0,0,0,0,0,0,5,0,3.25809653802148,0,0,0,1.79175946922805
2,1.18897400240081,-0.765799301789732,1,46,1,0,0,0,0,0,0,0,1,0,3.85014760171006,0,0,0,0.693147180559945
1,1.44200353531529,1.41735561068176,0,30,0,0,1,0,0,0,0,0,0,1,3.43398720448515,0,0,0,0
1,1.07006154174908,0.278097739816357,0,34,0,0,1,0,0,0,0,0,1,0,3.55534806148941,0,0,0,0.693147180559945
2,0.965638433492321,-5.00583632459975,0,70,0,0,1,0,0,0,0,0,11,0,4.26267987704132,0,0,0,2.484906649788
